,id,genre_ids,title,overview,popularity,release_date,vote_average,vote_count
8054,12157,"[35, 18, 10749]",Green Card,"Urban horticulturalist Brontë Mitchell has her eye on a gorgeous apartment, but the building's board will rent it only to a married couple. Georges Fauré, a waiter from France whose visa is expiring, needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service, as the polar opposites grate on each other's nerves.",9.531,1990-12-23,6.1,434
8055,522016,"[28, 53]",The 355,"A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",28.893,2022-01-05,6.1,849
8056,457435,"[36, 35]",Return of the Hero,"France, 1809. Captain Neuville is called to the front, leaving his future bride heartbroken. Her sister decides to write letters on his behalf to cheer her up.",9.124,2018-02-14,6.1,503
8057,367147,"[9648, 18]",Buster's Mal Heart,An eccentric mountain man on the run from the local sheriff recalls the mysterious events that brought him to his present fugitive state.,8.301,2017-05-28,6.1,257
8058,333381,"[18, 53]",Return to Sender,A nurse living in a small town goes on a blind date with a man who is not the person he says he is.,11.574,2015-05-31,6.1,1132
8059,287903,"[27, 35, 14]",Krampus,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers.",16.582,2015-11-26,6.1,1864
8060,9257,"[28, 53, 80]",S.W.A.T.,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",28.938,2003-08-08,6.1,2280
8061,225565,"[35, 10749]",That Awkward Moment,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",10.524,2014-01-29,6.1,2493
8062,12707,"[12, 27, 53]",Orca,"After witnessing the killing of his mate and offspring at the hands of a reckless Irish captain, a vengeful killer whale rampages through the fisherman's Newfoundland harbor. Under pressure from the villagers, the captain, a female marine biologist and an Indigenous tribalist venture after the great beast, who will meet them on its own turf.",13.75,1977-07-22,6.1,347
8063,9674,"[27, 53, 18]",Ring 0,"Taking place thirty years before the events of Ringu, Ringu 0 provides the shocking background story of how the girl on the video became a deadly, vengeful spirit.",8.821,2000-01-22,6.1,217
8064,4477,"[80, 53, 18]",The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",11.529,1997-03-13,6.1,1063
8065,609972,"[27, 9648]",Paranormal Activity: Next of Kin,"Margot, a documentary filmmaker, heads to a secluded Amish community in the hopes of learning about her long-lost mother and extended family. Following a string of strange occurrences and discoveries, she comes to realize this community may not be what it seems.",28.355,2021-10-29,6.1,560
8066,72545,"[12, 28, 878]",Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",39.709,2012-01-19,6.1,3908
8067,61717,"[10751, 28, 12, 10770]",Wendy Wu: Homecoming Warrior,"It is the story of an average, popular American teenager named Wendy Wu who discovers that in order to win the coveted crown she must first learn the way of the warrior. Wendy Wu has a one track mind, and that track leads directly to the title of homecoming queen -- no unscheduled stops, and no unnecessary detours. When a mysterious Chinese monk named Shen arrives to mold Wendy into a fearless kung fu warrior, however, her royal aspirations suddenly jump the track as she desperately attempts to juggle her boyfriend, her homework, and of course, the fierce competition to become homecoming queen. Now, as Wendy begins to train her mind, body, and spirit in the ancient tradition of the martial arts and her inner warrior gradually begins to emerge, the girl who once obsessed over popularity finally begins to put that popularity into perspective as she gradually realizes what truly matters in life.",10.181,2006-06-16,6.1,396
8068,15417,"[28, 35, 12, 10749, 18]",Every Which Way but Loose,"Philo Beddoe is your regular, easygoing, truck-driving guy. He's also the best bar-room brawler west of the Rockies. And he lives with a 165-pound orangutan named Clyde. Like other guys, Philo finally falls in love - with a flighty singer who leads him on a screwball chase across the American Southwest. Nothing's in the way except a motorcycle gang, and legendary brawler Tank Murdock.",17.165,1978-12-16,6.1,398
8069,327833,"[53, 28, 18]",Skin Trade,After his family is killed by a Serbian gangster with international interests. NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network.,12.485,2014-11-07,6.1,234
8070,284296,"[18, 35]",Top Five,A comedian tries to make it as a serious actor when his reality-TV star fiancé talks him into broadcasting their wedding on her TV show.,7.152,2014-12-12,6.1,423
8071,59968,"[35, 18]",Our Idiot Brother,"Everybody has one—the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother, Ned. But as each of their lives begins to unravel, Ned's family comes to realise that Ned isn't such an idiot after all.",9.989,2011-08-26,6.1,866
8072,13499,"[35, 10751, 10749]","Yours, Mine & Ours","Admiral Frank Beardsley returns to New London to run the Coast Guard Academy, his last stop before a probable promotion to head the Guard. A widower with eight children, he runs a loving but tight ship, with charts and salutes. The kids long for a permanent home. Helen North is a free spirit, a designer whose ten children live in loving chaos, with occasional group hugs. Helen and Frank, high school sweethearts, reconnect at a reunion, and it's love at first re-sighting. They marry on the spot. Then the problems start as two sets of kids, the free spirits and the disciplined preppies, must live together. The warring factions agree to work together to end the marriage.",14.056,2005-11-23,6.1,765
8073,9293,"[35, 10749]",John Tucker Must Die,"After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.",12.431,2006-07-27,6.1,1282
8074,8916,"[12, 16, 35, 10751]",Antz,"A neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",24.78,1998-10-02,6.1,4097
8075,8247,"[28, 12, 878]",Jumper,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",28.552,2008-02-13,6.1,5289
8076,27274,"[35, 27, 878]",Frankenhooker,"A medical school dropout loses his fiancée in a tragic lawnmower incident and decides to bring her back to life. Unfortunately, he was only able to save her head, so he goes to the red light district in the city and lures prostitutes into a hotel room so he can collect body parts to reassemble her.",9.97,1990-06-01,6.1,254
8077,13387,"[28, 12, 53, 80]",Transporter 3,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",25.878,2008-11-26,6.1,3065
8078,11892,"[80, 18, 53]",Murder by Numbers,"Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.",24.671,2002-04-19,6.1,907
8079,296,"[28, 53, 878]",Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",44.472,2003-07-02,6.1,6029
8080,69668,"[9648, 18, 53]",Dream House,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",9.684,2011-09-29,6.1,1263
8081,773975,"[80, 18]",End of the Road,Recently widowed mom Brenda fights to protect her family during a harrowing road trip when a murder and a missing bag of cash plunge them into danger.,19.492,2022-09-09,6.1,279
8082,464737,[27],The End?,"A businessman gets stuck in his office elevator before an important client meeting. Soon this claustrophobic annoyance will turn into a nightmare, for outside that metal cage a deadly virus has begun to spread, turning people into raging zombies...",7.219,2017-08-14,6.1,359
8083,278774,"[10770, 35, 10751]",Zapped,"Zoey is a talented dancer whose organized life is rudely disrupted when she moves in with her new step-dad and three step-brothers, until she discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for.",12.968,2014-06-27,6.1,572
8084,152792,"[80, 18, 53]",Devil's Knot,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,8.704,2013-05-09,6.1,602
8085,109443,[35],Anchorman 2: The Legend Continues,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",13.769,2013-12-18,6.1,2327
8086,60803,"[12, 35, 10751]",The Suite Life Movie,"Cody and Zack are approached to join the Gemini Project, a high-tech research center studying the dynamics between twins. Shockingly, they find themselves interconnected in a whole new way! When one twin experiences something, the other twin feels it too. This newfound revelation helps them see eye to eye for the first time, and it puts them in more danger than they could have imagined.",8.752,2011-03-25,6.1,486
8087,12412,"[18, 10752]",Miracle at St. Anna,"Miracle at St. Anna chronicles the story of four American soldiers who are members of the all-black 92nd ""Buffalo Soldier"" Division stationed in Tuscany, Italy during World War II.",11.847,2008-09-15,6.1,325
8088,10589,"[28, 35, 80, 18]",After the Sunset,"An FBI agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers.",12.078,2004-11-12,6.1,680
8089,9641,"[35, 10751, 12]",Cheaper by the Dozen 2,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,",17.442,2005-12-21,6.1,1849
8090,530382,"[878, 53]",In the Shadow of the Moon,"In 1988, Philadelphia police officer Thomas ""Locke"" Lockhart, hungry to become a detective, begins tracking a serial killer whose crimes defy scientific explanation. When the killer mysteriously resurfaces nine years later, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity.",19.771,2019-09-27,6.1,1252
8091,20850,"[53, 27, 10752]",Ilsa: She Wolf of the SS,Ilsa is a warden at a Nazi death camp that conducts experiments on prisoners. Ilsa's goal is to prove that woman can withstand more pain and suffering than men and should be allowed to fight on the front lines.,20.17,1975-10-01,6.1,317
8092,15413,"[35, 10751]",Don't Tell Mom the Babysitter's Dead,"Sue Ellen Crandell is a teenager eagerly awaiting her mother's summer-long absence. While the babysitter looks after her rambunctious younger siblings, Sue Ellen can party and have fun. But then the babysitter abruptly dies, leaving the Crandells short on cash. Sue Ellen finds a sweet job in fashion by lying about her age and experience on her résumé. But, while her siblings run wild, she discovers the downside of adulthood",11.626,1991-06-07,6.1,372
8093,14240,"[28, 80, 27, 9648]",Maniac Cop,"In New York, people are slain and strangled to death brutally on the open street. All witnesses agree that the murderer was in a cop's uniform. Soon the police search and find a suspect in its own ranks: Jack Forrest, suspected of murdering his own wife and the rest of the unfortunate individuals to die by the Maniac Cop’s reign of terror. To prove his innocence, he investigates the case with his partner, Theresa Mallory.",7.39,1988-05-13,6.1,395
8094,13455,"[878, 28, 12, 53]",Push,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",21.139,2009-02-04,6.1,2075
8095,9709,"[18, 10749]",My Summer of Love,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tamsin. To seal their friendship, Mona introduces Tamsin to her born-again Christian brother and helps her spy on her adulterous father. Bound together by their secrets, the two girls see their friendship deepen and enter into dangerous waters.",9.869,2005-05-05,6.1,233
8096,7007,"[28, 18, 53]",Rising Sun,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",9.381,1993-07-30,6.1,659
8097,98567,"[28, 12]",Chinese Zodiac,"Asian Hawk leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",19.993,2012-12-20,6.1,726
8098,87496,"[18, 53]",The Company You Keep,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,11.499,2012-09-06,6.1,630
8099,8818,"[36, 18, 10402]",Evita,"The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Perón, and the most beloved and hated woman in Argentina.",10.054,1996-12-14,6.1,426
8100,576004,"[35, 27]",Porno,"When a group of naive teens working at a movie theater in a small Christian town discover a mysterious film hidden in its basement, they unleash an alluring succubus who gives them a sex education…written in blood.",22.444,2019-06-28,6.1,296
8101,326285,"[80, 18]",American Pastoral,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",11.118,2016-10-20,6.1,631
8102,9899,[35],The Producers,"After putting together another Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show.",9.612,2005-12-25,6.1,427
8103,8978,"[53, 28, 12, 80]",Assault on Precinct 13,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",15.749,2005-01-19,6.1,967
8104,8141,"[35, 80, 53, 10749]",You Kill Me,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",5.575,2007-02-09,6.1,237
8105,7484,"[16, 10751, 12, 35]",Open Season,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",23.482,2006-09-27,6.1,2494
8106,680593,"[27, 18, 9648]",The Dark and the Wicked,"On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family.",10.964,2020-10-29,6.1,336
8107,672582,[27],The Deep House,"While diving in a remote French lake, a couple of YouTubers who specialise in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realise the worst is yet to come: they are not alone in the house.",29.832,2021-06-30,6.1,849
8108,507143,[35],Candy Jar,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,8.117,2018-04-27,6.1,469
8109,299847,[35],Happily Mixed Up,A psychoanalyst learns to have an illness and as a consequence he decides to quit his job. All his patients get together to find a way to make him feel better.,5.48,2014-10-30,6.1,333
8110,45964,"[27, 53, 18, 80, 9648]",When a Stranger Calls,"A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again.",7.017,1979-10-26,6.1,210
8111,10202,"[14, 35, 10751, 10749]",Bedtime Stories,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,22.429,2008-12-24,6.1,2615
8112,532671,"[27, 53]",The Prodigy,A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.,13.286,2019-02-06,6.1,897
8113,509585,"[28, 18, 53]",7500,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",17.004,2019-12-26,6.1,722
8114,14170,[35],Funny Farm,"Sportswriter Andy Farmer moves with his schoolteacher wife Elizabeth to the country in order to write a novel in relative seclusion. Of course, seclusion is the last thing the Farmers find in the small, eccentric town, where disaster awaits them at every turn.",8.073,1988-06-03,6.1,229
8115,11234,"[878, 28]",The Omega Man,"Due to an experimental vaccine, Dr. Robert Neville is the only human survivor of an apocalyptic war waged with biological weapons. Besides him, only a few hundred deformed, nocturnal people remain - sensitive to light, and homicidally psychotic.",10.948,1971-08-01,6.1,473
8116,9506,[35],Anger Management,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",21.905,2003-04-11,6.1,2818
8117,8688,"[53, 80, 9648]",Snake Eyes,"All bets are off when shady homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend, Naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",14.102,1998-08-07,6.1,1188
8118,4965,"[28, 878, 53]",Impostor,A top-secret government weapons designer is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth.,8.929,2001-12-03,6.1,375
8119,1852,"[18, 36, 53]",World Trade Center,"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.",14.345,2006-08-09,6.1,1510
8120,1688,"[28, 878]",Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",13.589,1972-06-29,6.1,800
8121,286565,"[9648, 18, 10749]",Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",12.572,2015-06-18,6.1,4867
8122,244264,"[35, 18, 10749]",Laggies,"Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",7.335,2014-09-25,6.1,1063
8123,218836,"[16, 35, 12, 10751]",Planes: Fire & Rescue,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",15.918,2014-07-17,6.1,765
8124,38327,[35],My Best Enemy,"When a man fires a hotel maid for stealing, the woman's son gets his revenge.",5.09,2006-03-10,6.1,280
8125,13190,"[16, 27, 878, 53]",Dead Space: Downfall,"On a deep space mining mission to a remote planet, an ancient religious relic - thought to be proof of the existence of God - is unearthed and brought aboard. When the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a living Hell. A prequel to the events of the 2008 video game Dead Space.",11.137,2008-10-27,6.1,306
8126,12639,"[37, 28]",Return of the Seven,"Chico one of the remaining members of The Magnificent Seven now lives in the town that they (The Seven) helped. One day someone comes and takes most of the men prisoner. His wife seeks out Chris, the leader of The Seven for help. Chris also meets Vin another member of The Seven. They find four other men and they go to help Chico.",12.733,1966-10-19,6.1,231
8127,9545,"[28, 18, 53]",Sniper,Tough guy Thomas Beckett is an US soldier working in the Panamanian jungle. His job is to seek out rebels and remove them using his sniper skills. Beckett is notorious for losing his partners on such missions. This time he's accompanied by crack marksman Richard Miller.,13.603,1993-01-29,6.1,363
8128,576156,"[35, 28, 10749]",The Lovebirds,"A couple experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme – and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night.",8.29,2020-05-22,6.1,628
8129,395990,"[28, 80, 18, 53]",Death Wish,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,38.402,2018-03-02,6.1,2342
8130,391714,"[18, 10749]",On Chesil Beach,"In 1962 England, a young couple finds their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.",9.427,2018-01-19,6.1,333
8131,320367,[],Return,"A tale of terror. Cathy Reed has been institutionalized most of her life because of Schizophrenia, as a child her parents thought she was possessed by demons and had her exercised by priests. Medical science saw different. Now decades later Cathy is freed, relocated to her own flat and given a chance to be independent. Once alone things are not what they all seem and when her nightmares turn real she questions her state of mind before she is left to face her demons.",4.267,2015-01-01,6.1,455
8132,49520,[35],The Change-Up,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",22.32,2011-08-05,6.1,2524
8133,12538,"[35, 10749]",Senseless,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,10.312,1998-02-20,6.1,320
8134,268896,"[28, 14, 878, 12]",Pacific Rim: Uprising,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",51.757,2018-03-21,6.1,4483
8135,47971,"[28, 12, 80]",xXx: Return of Xander Cage,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",73.097,2017-01-13,6.1,8486
8136,17494,"[80, 9648, 53]",Unlawful Entry,"After a break-in at their house, a couple gets help from one of the cops who answered their call. He helps them install a security system, begins dropping by on short notice and unofficial patrol angling to pry into the couple's problems with the wife. The husband begins wondering if they're getting too much help.",8.854,1992-06-26,6.1,255
8137,15577,"[80, 18]",Crossing Over,"Immigrants from around the world enter Los Angeles every day, with hopeful visions of a better life, but little notion of what that life may cost. Their desperate scenarios test the humanity of immigration enforcement officers. In Crossing Over, writer-director Wayne Kramer explores the allure of the American dream, and the reality that immigrants find – and create -- in 21st century L.A.",9.741,2009-02-10,6.1,319
8138,583029,"[35, 14]",Ordinary Happiness,"Died in a car crash, Paolo is allowed to come back to life for 92 minutes more, thanks to a miscalculation made by Heavenly accountants. He decides to use this newfound time on Earth to fix his mistakes as a father and husband.",7.667,2019-03-14,6.1,253
8139,115782,"[18, 36]",Jobs,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,13.608,2013-08-16,6.1,2290
8140,113148,"[35, 18]",Prince Avalanche,Two highway road workers spend the summer of 1988 away from their city lives. The isolated landscape becomes a place of misadventure as the men find themselves at odds with each other and the women they left behind.,5.22,2013-02-13,6.1,261
8141,34806,"[35, 10749]",The Back-Up Plan,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",9.572,2010-04-23,6.1,1301
8142,21845,"[10751, 35]",Rookie of the Year,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",9.787,1993-07-07,6.1,304
8143,12593,"[16, 35, 18]",Fritz the Cat,"A swinging, hypocritical college student cat raises hell in a satirical vision of the 1960s.",10.906,1972-04-12,6.1,281
8144,6552,"[35, 27, 14]",Idle Hands,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",10.505,1999-04-30,6.1,579
8145,197796,"[14, 10749]",Beauty and the Beast,"Forced to face the cruel side of life, a devastated, bankrupt merchant chances upon the enchanted castle of a hideous creature, the mere sight of it chills the bone to the marrow. There, a fate worse than death awaits the poor father-of-six, who, after plucking a sweet-scented rose from the repulsive master's verdant garden, must do the impossible: permit his compassionate daughter, Belle, to take his place and pay for the sins of her parent. Now, an impenetrable mystery shrouds the haunted mansion, and, as repugnance gradually turns into affection, only true love could break the spell.",18.078,2014-02-12,6.1,1910
8146,10093,"[27, 18, 53]",The Return,"Joanna Mills has a successful career but feels her personal life is spinning out of control. She has few friends, an estranged father, and a crazy ex-boyfriend who is stalking her. Joanna begins having terrifying visions of a woman's murder, and it seems that she is the killer's next target. Determined to solve the mystery and escape her apparent fate, Joanna follows her visions to the victim's hometown and finds that some secrets just do not stay buried.",7.771,2006-11-10,6.1,592
8147,6963,"[35, 18]",The Weather Man,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",8.966,2005-10-20,6.1,868
8148,417644,"[28, 35, 80]",CHiPS,The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.,23.633,2017-03-23,6.1,1169
8149,70821,[18],Cyberbully,A woman tries to help her teenage daughter when she becomes the victim of online bullying.,6.19,2011-07-17,6.1,449
8150,38289,[35],Eccezzziunale... veramente,"Diego Abatantuono in the shoes of three huge fans: the Juventus truck driver Tirzan, the head of the ultra Milanese Donato and the Franco inter.",4.833,1982-03-04,6.1,223
8151,18360,"[12, 14, 28, 35, 10751]",Night at the Museum: Battle of the Smithsonian,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",22.049,2009-05-20,6.1,6363
8152,331,"[12, 28, 53, 878]",Jurassic Park III,"In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",1.368,2001-07-18,6.1,6535
8153,800345,"[28, 53, 80]",Carter,"Carter, who awakens two months into a deadly pandemic originating from the DMZ that has already devastated US and North Korea. He who has no recollections of his past finds a mysterious device in his head, and a lethal bomb in his mouth. A voice in his ears gives him orders to avoid getting killed and he's thrown into a mysterious operation while the CIA and North Korean coup chase him close.",51.835,2022-08-05,6.1,307
8154,526896,"[28, 878, 14]",Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",61.997,2022-03-30,6.1,3595
8155,427900,"[35, 18, 10749]",Home Again,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,12.18,2017-09-07,6.1,1120
